x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499
57,722,15,217,101,37,121,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,101,2,121,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,101,2,2344,37,17,49,6,84,7,30,1,19,274,6,676,15,274,29,1410,28,7,22,91,6,124,7,18,55,43,12,9,101,2,121,37,17,49,30,1,19,1623,6,676,15,45,29,72,28,7,22,274,6,218,7,18,55,43,9,101,2,121,37,17,49,30,1,19,6,29,28,7,22,274,6,218,7,18,123,43,12,9,101,2,121,37,17,49,133,1,60,15,274,23,1803,1,274,1,1888,29,28,1774,8,47,57,1,40,26,85,1,101,2,2344,37,17,53,1,741,15,217,151,1,106,80,1,208,9,152,26,236,26,118,1,257,87,1,29,2030,28,1295,1723,382,1,722,15,217,782,1,722,15,217,995,1,1343,519,1,459,1019,1,656,202,560,95,376,1048,1,741,15,217,1,36,355,5,2411,11,1598,19,3386,3,36,355,38,273,1067,4307,20,2,910,93,76,61,261,2,3042,8,5,637,3509,704,1342,3136,21,3386,10,5,389,11,2234,1670,8,4169,77,1342,4948,21,71,651,8,2262,12,3,177,1342,3136,286,1617,8,125,8,5,411,12,10,8,207,2046,1241,2596,10,89,1117,910,1140,82,5,11,5,3136,10,13,1113,944,11,63,1241,33,438,61,389,5,2181,3,1069,251,1826,207,1241,1447,10,5,4036,207,490,4851,8,89,1117,31,10,3964,3201,1245,21,5,3,693,4466,89,10,1649,832,13,794,11,2412,19,207,3,962,5,1992,11,89,1117,2,71,763,10,13,1101,11,89,1117,200,194,59,4702,18,719,19,89,1117,33,93,2376,1625,3386,1146,1916,8,980,3,41,59,4702,90,13,2977,11,3734,2,13,3734,21,12,200,21,13,311,169,492,53,5,169,33,5,813,27,145,3482,44,82,2790,51,1097,10,2821,33,93,76,61,3749,116,51,93,254,47,634,22,207,3,41,706,1252,27,468,16,48,2694,12,173,1295,8,235,200,1143,5,1001,74,11,3386,2,51,71,10,306,27,874,19,3180,2,3482,38,273,8,20,3,41,2181,31,1551,11,1506,1543,230,3386,10,5,2291,19,1068,11,5,3323,8
57,15,475,104,54,199,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,104,2,199,54,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,104,2,199,54,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,55,43,12,9,101,2,262,54,17,49,133,1,60,15,158,23,30,1,19,6,29,28,7,22,18,123,6,98,784,136,515,417,709,2062,7,43,9,101,2,262,54,17,176,57,1,40,26,53,1,15,2,15,2,67,15,2,15,495,604,1,15,2,67,15,2,15,2,15,475,2,67,15,188,2,15,2,15,475,85,1,101,2,262,54,17,258,87,1,345,25,151,1,106,183,1,98,395,611,2399,1726,1,770,444,98,788,2137,4714,1,118,1,257,80,1,180,9,828,764,2,1996,677,1172,173,460,170,391,1399,391,16,401,86,1141,677,345,4830,4712,25,1147,10,1412,38,127,377,8,3,103,59,440,20,8,2630,32,672,999,3,1832,1,4700,1,1929,1,1,4624,1,1,1472,1,3784,1,6,567,4367,7,4682,4682,1,6,503,2,3518,2,1212,3,35,5,337,10,298,20,310,8,315,7,4682,4682,4682,4682,29,6,590,6,1,7,26,1,69,798,64,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,475,81,54,171,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,171,54,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,81,2,171,54,17,49,6,84,7,30,1,19,475,6,29,28,7,22,158,6,218,7,18,123,43,12,9,81,2,171,54,17,49,226,1,40,288,1859,343,26,338,1,60,16,16,15,23,57,1,40,288,1859,343,26,53,1,87,1,924,32,1177,8,5,2873,3613,85,1,81,2,171,54,17,49,3200,1,106,394,1,107,6,237,7,1375,1,237,183,1,98,395,611,4498,732,1,237,80,1,180,9,152,26,236,26,512,1859,2085,39,288,343,3320,25,2025,13,1432,18,512,1859,2085,1519,1432,1,2565,3412,2937,4687,2,246,66,865,1300,25,39,865,865,35,2,10,1172,4817,1281,159,709,390,25,578,1229,2899,19,242,3989,1,2386,1692,4239,1384,10,1425,8,1881,626,2,357,51,32,2794,2,728,1692,46,1039,1304,3,518,4408,2,2001,2,1819,46,626,3,924,32,1177,8,5,2873,3613,25,170,384,2343,2,46,13,159,618,2,220,5,2005,291,8,5,312,25,887,2707,27,2564,775,12,38,1538,126,288,343,426,3,212,546,242,1864,119,13,267,1302,3064,46,3,3784,86,3784,99,3784,107,94,20,310,8,47,368,19,71,350,110,2,165,5,568,1430,445,17,39,1704,24,709,27,18,762,10,90,13,191,439,6,99,439,7,3402,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,2849,81,54,171,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,171,54,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,81,2,171,54,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,123,43,12,9,81,2,171,54,17,49,133,1,60,15,158,23,30,1,19,29,28,22,4689,18,123,9,54,2,171,17,847,282,30,1,19,492,6,886,7,6,7,22,4616,18,1219,9,54,2,171,17,847,3054,30,1,19,492,6,7,22,4724,18,1654,9,54,2,171,17,602,3746,30,1,19,492,6,886,7,6,7,22,18,1219,9,54,2,171,17,602,2991,57,1,53,1,67,15,188,604,1,87,1,1563,1,173,3094,382,1,470,1,106,80,1,208,9,152,26,236,26,85,1,81,2,171,54,17,176,183,1,41,4003,25,6,4296,7,460,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,159,2568,1339,1380,1900,578,1229,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,345,4910,3286,1832,1,67,15,188,1,121,11,5,697,2568,1401,35,5,136,12,159,25,4,4,4,4,4,4,4,4,4,4,4,4,4,39,2197,1397,1141,2596,56,1417,92,12,159,2,1711,481,222,2596,1417,92,12,288,18,5,1538,126,426,3,921,20,13,159,4205,932,34,34,34,4,4,4,4,4,4,4,4,4,4,4,4,4,39,268,1380,710,705,3,661,48,20,2094,168,366,8,121,2549,1326,482,12,168,34,103,3,100,56,3359,33,490,200,12,1344,1236,154,20,76,78,56,8,490,12,13,1326,3,705,3,589,44,1122,33,32,1326,27,288,12,398,34,103,3,2927,2,20,213,513,56,8,490,13,5,3359,76,3,705,3,297,36,56,8,996,92,12,77,121,159,1326,482,34,103,3,203,2,140,108,8,115,366,8,77,11,205,3,705,3,661,76,36,56,8,537,89,1638,1142,1151,34,103,3,128,31,12,1049,2345
57,15,112,37,243,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,112,2,243,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,112,2,243,37,17,49,6,84,7,30,1,19,158,6,296,29,294,28,7,22,91,6,124,7,18,55,43,12,9,112,2,243,37,17,49,30,1,19,6,29,28,7,22,158,6,218,7,18,55,43,12,9,112,2,243,37,17,49,30,1,19,6,29,28,7,22,6,7,18,123,43,9,112,2,243,37,17,176,6,429,7,133,1,60,15,23,57,1,40,26,53,1,87,1,3999,35,173,281,222,394,1,86,857,1,1951,183,1,515,12,538,85,1,112,2,243,37,17,151,1,106,80,1,208,9,152,26,26,100,1319,20,372,20,523,490,13,25,100,59,658,20,5,372,20,523,362,74,32,3,1387,92,12,159,10,1045,810,71,249,3,203,3,203,578,35,5,1045,810,3,268,249,27,154,1802,33,5,249,194,2654,156,230,89,5,301,326,3,53,115,1417,92,12,159,10,362,13,1045,810,189,5,291,1,1423,1,15,2696,34,1054,484,8,1063,818,119,5,562,497,224,61,25,41,2611,1666,22,38,270,59,810,38,270,18,4516,25,297,78,1536,2,119,20,1536,2,5,329,2654,156,59,47,649,20,3,924,32,159,1045,810,10,56,5,329,2654,300,20,25,1423,1,15,2696,34,1054,484,8,1063,818,119,5,562,497,224,61,25,177,5,323,2,4824,467,460,3327,53,47,4364,19,306,1,1423,1,15,2696,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,113,54,409,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,113,2,409,54,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,113,2,409,54,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,55,43,12,9,112,2,433,54,17,49,57,1,15,30,1,19,6,7,22,18,123,9,112,2,433,54,17,2506,338,1,60,16,16,15,23,53,1,87,1,1720,1801,34,85,1,112,2,433,54,17,1643,151,1,106,226,1,15,80,1,1392,9,75,27,13,160,21,765,489,3,4,80,1,180,9,152,26,236,26,118,1,360,4234,1694,453,1636,10,5,11,2906,77,58,830,4234,1694,453,1636,10,5,11,2906,77,58,830,3,105,6,7,48,1564,5,255,93,652,105,2906,10,1694,60,42,23,1766,4234,1766,1497,1766,1766,1766,963,1766,1766,4936,1720,1766,4936,4174,1766,222,1766,901,268,132,1385,10,1321,41,1,252,325,100,48,2304,704,648,1277,696,8,278,146,76,61,1214,8,197,71,579,695,3,83,56,2642,21,8,108,46,66,11,2931,482,2701,8,47,2976,11,114,579,442,3,100,56,42,5,298,11,63,1574,1852,1241,8,1812,110,1561,10,917,298,3,94,20,76,61,310,8,197,452,695,2,3756,220,300,8,47,368,19,5,110,3,212,1998,71,2818,42,119,20,56,157,344,38,109,21,721,3,100,2178,77,917,1620,3,53,314,220,116,4,80,1,208,1661,1,2127,75,82,344,319,5,1104,514,11,5,4804,515,887,210,3,83,65,546,44,12,168,58,14,1,589,38,1277,109,34,2838,12,3207,1277,109,65,47,634,58,58,14,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,722,15,217,104,54,199,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,104,2,199,54,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,104,2,199,54,17,49,6,84,7,30,1,19,274,6,676,15,274,29,1410,28,7,22,91,6,124,7,18,55,43,12,9,104,2,199,54,17,49,30,1,19,1623,6,676,15,45,29,72,28,7,22,274,6,218,7,18,55,43,9,104,2,199,54,17,49,1803,1,274,1,1888,676,15,45,29,72,28,1774,8,47,1623,30,1,19,1697,6,3068,15,1697,29,28,7,22,274,6,218,7,18,55,43,12,9,104,2,199,54,17,49,30,1,19,2541,6,492,29,28,7,22,1697,6,96,7,18,55,43,12,9,104,2,199,54,17,49,6,84,7,30,1,19,6,29,28,7,22,2541,18,98,890,6,3103,7,9,104,2,199,54,17,1680,57,1,40,26,53,1,85,1,104,2,199,54,17,1680,133,1,60,16,16,15,23,151,1,106,80,1,208,9,152,26,236,26,118,1,257,183,1,98,1505,12,139,477,1611,1,1490,1,1489,1,1499,1,160,1289,1,770,444,98,788,4126,1129,1,199,54,17,6,925,7,915,29,28,87,1,29,2030,28,1184,5,132,31,3198,3676,2185,382,1,722,15,217,782,1,722,15,217,995,1,1343,519,1,459,1019,1,656,202,560,95,376,1048,1,741,15,217,86,7,4863,41,2334,11,3483,25,14,1,1355,34,64,295,9,1988,99,7,3197,3201,39,1465,8,968,3072,3024,21,436,402,14,1,1355,34,64,295,9,1988,107,7,272,5,3328,1363,83,3721,39,288,853,3142,14,1,1355,34,64,295,9,191,7,1184,5,132,31,3198,3676,2185,14,1,1355,34,64,295,9,1988,121,7,869,173,1854,2937,4882,626,25,14,1,1355,34,64,295,9,1988,1013,13,4144,1213,2,1229,1533,94,20,310,8,1625,38,110,165,189,5,291,300,3,14,1,34,741,15,217,52,52,4,656,202,560,95,376,1,741,15,217,14,1,2013,12,6,919,7,285,127,3,412,1370,1,1388,15,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,81,37,99,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,99,37,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,81,2,736,37,17,49,6,84,7,30,1,19,158,6,296,29,294,28,7,22,91,6,124,7,18,55,43,12,9,104,2,436,54,17,49,30,1,19,1234,6,29,28,7,22,158,6,218,7,18,55,43,12,9,104,2,436,54,17,49,30,1,19,6,7,22,1234,6,124,7,18,55,43,12,9,196,2,733,54,17,779,133,1,60,15,23,85,1,196,2,733,54,17,176,6,429,7,57,1,4597,2492,226,1,4597,2492,53,1,15,2012,87,1,2444,151,1,106,1,1,1,80,1,699,9,4,80,1,208,9,118,1,257,2024,36,1334,2444,2,10,3534,33,20,225,61,1749,35,204,525,2228,25,36,652,93,65,426,20,13,245,134,65,235,20,1610,1742,10,5,535,11,4565,8,32,843,3,36,187,167,8,3295,20,8,3,100,426,13,1776,485,33,59,2362,32,843,8,194,2765,525,2228,10,3337,328,481,3,83,213,47,2815,22,5,809,584,2,10,22,147,2300,38,843,2691,1228,65,47,3,53,275,74,66,105,10,5,584,12,32,843,8,194,2765,525,2228,10,3337,2,405,200,58,1,14,1,34,16,36,187,1136,8,2266,19,20,3,697,2713,2,4597,2492,1479,10,1177,352,1,15,14,1,75,109,82,344,8,15,2012,3,36,1218,33,20,172,358,310,8,197,127,19,148,22,109,3,53,47,368,19,38,10,195,442,2,702,221,8,5,291,300,1,14,1,34,64,9,4,80,1,180,9,118,1,257,60,25,4,4034,70,164,1,342,2,594,2,959,9,214,1,9,129,1,24,309,69,4,23,2024,36,1334,2444,2,10,3534,33,20,225,61,1749,35,204,525,2228,25,36,652,93,65,426,20,13,245,134,65,235,20,1610,1742,10,5,535,11,4565,8,32,843,3,36,187,167,8,3295,20,8,3,100,426,13,1776,485,33,59,2362,32,843,8,194,2765,525,2228,10,3337,328,481,3,83,213,47,2815,22,5,809,584,2,10,22,147,2300,38,843,2691,1228,65,47,3,53,275,74,66,105,10,5,584
57,15,196,37,500,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,196,2,500,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,196,2,500,37,17,49,6,84,7,30,1,19,6,29,28,7,22,91,6,124,7,18,55,43,12,9,104,2,422,37,17,49,133,1,60,16,16,15,23,53,1,57,1,40,26,87,1,1151,12,20,85,1,104,2,422,37,17,1643,151,1,106,80,1,180,9,152,26,236,26,118,1,360,60,1205,68,25,416,25,756,25,25,583,12,66,818,35,583,434,46,25,68,25,583,434,42,12,3,41,244,2,2,35,5,4062,25,422,5,1381,11,25,68,25,1151,1,100,48,2304,704,648,1277,696,8,278,146,76,310,8,197,71,579,695,3,83,56,2642,21,8,108,46,66,71,2931,482,2701,8,47,2976,11,114,579,442,93,545,19,126,8,126,3,75,27,358,1277,109,3,94,20,76,61,8,197,452,695,2,165,220,116,2722,632,47,368,19,5,110,3,212,1998,71,2818,119,20,56,157,38,109,21,721,3,100,2178,77,917,1620,469,243,766,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,201,37,349,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,201,2,349,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,201,2,349,37,17,49,6,84,7,30,1,19,6,29,28,7,22,91,6,124,7,18,123,43,12,9,201,2,349,37,17,49,30,1,19,492,6,886,7,6,7,22,18,123,9,349,37,17,4934,30,1,19,492,6,7,22,18,1219,9,196,2,500,37,17,2324,30,1,19,492,6,7,22,18,123,9,349,37,17,2785,30,1,19,6,29,28,7,22,18,763,9,201,2,349,37,17,1680,226,1,133,1,60,16,16,15,23,57,1,53,1,87,1,1822,115,11,17,4,209,85,1,196,2,500,37,17,3641,151,1,106,394,1,107,6,237,7,857,1,237,183,1,136,515,417,6,2062,7,732,1,237,80,1,1392,9,530,26,4,4,26,4,4,4,80,1,208,9,152,26,236,26,118,1,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,67,15,81,37,99,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,99,37,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,81,2,736,37,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,123,43,12,9,104,2,436,54,17,49,85,1,104,2,436,54,17,49,133,1,60,15,158,23,57,1,53,1,87,1,1354,242,181,8,76,183,1,98,395,4286,2,1497,3644,6,7,80,1,180,9,828,53,47,368,165,220,116,46,702,2494,8,38,109,3,173,142,59,47,368,10,19,523,379,1120,496,3,212,383,8,5,1005,11,38,109,12,66,503,3,898,3750,756,4548,1768,390,25,324,21,5,413,48,20,1488,12,34,252,184,10,850,114,11,242,2620,181,8,76,12,20,1038,35,2039,3,297,78,47,2,140,12,168,10,850,205,181,20,206,10,20,59,115,3,583,434,441,216,159,25,75,27,71,350,12,77,11,71,2931,482,3,94,20,56,13,1099,35,147,20,574,35,2,165,109,200,10,93,59,47,4153,8,235,3,41,255,8,115,432,71,110,27,8,220,38,291,3,94,20,76,61,56,366,8,44,2,165,2494,8,38,109,3,212,150,484,8,539,38,109,142,51,44,27,5,108,35,71,110,3,67,15,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
